date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:45:56	339/339	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:45:55%20GMT	http://www.badaramdwara.org/images/icon-flickr.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/icon-flickr.3f.delayed	(from http://www.badaramdwara.org/styles.css)
16:45:57	340/340	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:45:56%20GMT	http://www.badaramdwara.org/images/icon-twitter.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/icon-twitter.40.delayed	(from http://www.badaramdwara.org/styles.css)
16:46:01	21896/21896	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jan%202014%2011:29:08%20GMT	http://www.badaramdwara.org/images/gallery-shadow.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/gallery-shadow.png	(from http://www.badaramdwara.org/styles.css)
16:46:04	9871/9871	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jan%202014%2011:29:00%20GMT	http://www.badaramdwara.org/images/gallery-rollover.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/gallery-rollover.png	(from http://www.badaramdwara.org/styles.css)
16:46:06	6537/6537	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jan%202014%2011:21:02%20GMT	http://www.badaramdwara.org/images/about-img-shadow.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/about-img-shadow.png	(from http://www.badaramdwara.org/styles.css)
16:46:07	337/337	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:06%20GMT	http://www.badaramdwara.org/images/icon-name.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/icon-name.44.delayed	(from http://www.badaramdwara.org/styles.css)
16:46:08	338/338	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:07%20GMT	http://www.badaramdwara.org/images/icon-email.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/icon-email.45.delayed	(from http://www.badaramdwara.org/styles.css)
16:46:10	8630/8630	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2011:28:54%20GMT	http://www.badaramdwara.org/images/footer-bg.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/footer-bg.jpg	(from http://www.badaramdwara.org/styles.css)
16:46:11	4984/4984	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jan%202014%2011:28:48%20GMT	http://www.badaramdwara.org/images/flickr-shadow.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/flickr-shadow.png	(from http://www.badaramdwara.org/styles.css)
16:46:15	2352/2352	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jan%202014%2011:38:58%20GMT	http://www.badaramdwara.org/images/topbar.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/topbar.png	(from http://www.badaramdwara.org/styles.css)
16:46:16	334/334	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:15%20GMT	http://www.badaramdwara.org/images/header.gif	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/header.49.delayed	(from http://www.badaramdwara.org/styles.css)
16:46:17	339/339	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:16%20GMT	http://www.badaramdwara.org/images/header_over.gif	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/header_over.4a.delayed	(from http://www.badaramdwara.org/styles.css)
16:46:17	333/333	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:16%20GMT	http://www.badaramdwara.org/images/arrow.gif	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/arrow.4b.delayed	(from http://www.badaramdwara.org/styles.css)
16:46:20	12948/12948	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jan%202014%2011:38:26%20GMT	http://www.badaramdwara.org/images/slider-shadow.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/slider-shadow.png	(from http://www.badaramdwara.org/nivo/default.css)
16:46:21	1077/1077	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jan%202014%2013:42:38%20GMT	http://www.badaramdwara.org/nivo/bullets.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/nivo/bullets.png	(from http://www.badaramdwara.org/nivo/default.css)
16:46:22	332/332	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:21%20GMT	http://www.badaramdwara.org/nivo/arrows.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/nivo/arrows.4e.delayed	(from http://www.badaramdwara.org/nivo/default.css)
16:46:23	354/354	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:22%20GMT	http://www.badaramdwara.org/images/prettyPhoto/default/sprite.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/default/sprite.4f.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:23	356/356	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:23%20GMT	http://www.badaramdwara.org/images/prettyPhoto/default/sprite_x.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/default/sprite_x.50.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:24	356/356	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:23%20GMT	http://www.badaramdwara.org/images/prettyPhoto/default/sprite_y.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/default/sprite_y.51.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:25	359/359	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:24%20GMT	http://www.badaramdwara.org/images/prettyPhoto/default/sprite_next.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/default/sprite_next.52.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:26	359/359	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:25%20GMT	http://www.badaramdwara.org/images/prettyPhoto/default/sprite_prev.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/default/sprite_prev.53.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:26	361/361	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:26%20GMT	http://www.badaramdwara.org/images/prettyPhoto/default/default_thumb.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/default/default_thumb.54.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:27	354/354	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:26%20GMT	http://www.badaramdwara.org/images/prettyPhoto/default/loader.gif	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/default/loader.55.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:28	360/360	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:27%20GMT	http://www.badaramdwara.org/images/prettyPhoto/light_rounded/sprite.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/light_rounded/sprite.56.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:29	361/361	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:28%20GMT	http://www.badaramdwara.org/images/prettyPhoto/light_rounded/btnNext.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/light_rounded/btnNext.57.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:29	365/365	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:28%20GMT	http://www.badaramdwara.org/images/prettyPhoto/light_rounded/btnPrevious.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/light_rounded/btnPrevious.58.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:30	359/359	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:29%20GMT	http://www.badaramdwara.org/images/prettyPhoto/dark_rounded/sprite.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/dark_rounded/sprite.59.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:31	367/367	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:30%20GMT	http://www.badaramdwara.org/images/prettyPhoto/dark_rounded/contentPattern.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/dark_rounded/contentPattern.5a.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:31	360/360	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:31%20GMT	http://www.badaramdwara.org/images/prettyPhoto/dark_rounded/btnNext.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/dark_rounded/btnNext.5b.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:32	364/364	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:31%20GMT	http://www.badaramdwara.org/images/prettyPhoto/dark_rounded/btnPrevious.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/dark_rounded/btnPrevious.5c.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:33	359/359	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:32%20GMT	http://www.badaramdwara.org/images/prettyPhoto/dark_rounded/loader.gif	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/dark_rounded/loader.5d.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:34	358/358	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:33%20GMT	http://www.badaramdwara.org/images/prettyPhoto/dark_square/loader.gif	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/dark_square/loader.5e.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:34	358/358	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:34%20GMT	http://www.badaramdwara.org/images/prettyPhoto/dark_square/sprite.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/dark_square/sprite.5f.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:35	359/359	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:34%20GMT	http://www.badaramdwara.org/images/prettyPhoto/dark_square/btnNext.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/dark_square/btnNext.60.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:36	363/363	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:35%20GMT	http://www.badaramdwara.org/images/prettyPhoto/dark_square/btnPrevious.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/dark_square/btnPrevious.61.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:36	359/359	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:36%20GMT	http://www.badaramdwara.org/images/prettyPhoto/light_square/sprite.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/light_square/sprite.62.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:37	360/360	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:36%20GMT	http://www.badaramdwara.org/images/prettyPhoto/light_square/btnNext.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/light_square/btnNext.63.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:38	364/364	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:37%20GMT	http://www.badaramdwara.org/images/prettyPhoto/light_square/btnPrevious.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/light_square/btnPrevious.64.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:39	355/355	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:38%20GMT	http://www.badaramdwara.org/images/prettyPhoto/facebook/sprite.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/facebook/sprite.65.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:39	366/366	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:39%20GMT	http://www.badaramdwara.org/images/prettyPhoto/facebook/contentPatternTop.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/facebook/contentPatternTop.66.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:40	367/367	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:39%20GMT	http://www.badaramdwara.org/images/prettyPhoto/facebook/contentPatternLeft.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/facebook/contentPatternLeft.67.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:41	368/368	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:40%20GMT	http://www.badaramdwara.org/images/prettyPhoto/facebook/contentPatternRight.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/facebook/contentPatternRight.68.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:42	355/355	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:41%20GMT	http://www.badaramdwara.org/images/prettyPhoto/facebook/loader.gif	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/facebook/loader.69.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:42	356/356	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:41%20GMT	http://www.badaramdwara.org/images/prettyPhoto/facebook/btnNext.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/facebook/btnNext.6a.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:43	360/360	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:42%20GMT	http://www.badaramdwara.org/images/prettyPhoto/facebook/btnPrevious.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/facebook/btnPrevious.6b.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:44	369/369	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:43%20GMT	http://www.badaramdwara.org/images/prettyPhoto/facebook/contentPatternBottom.png	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/facebook/contentPatternBottom.6c.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:44	366/366	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:44%20GMT	http://www.badaramdwara.org/images/prettyPhoto/facebook/default_thumbnail.gif	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/facebook/default_thumbnail.6d.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:45	360/360	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:46:44%20GMT	http://www.badaramdwara.org/images/prettyPhoto/light_rounded/loader.gif	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/prettyPhoto/light_rounded/loader.6e.delayed	(from http://www.badaramdwara.org/prettyphoto/prettyPhoto.css)
16:46:46	2548/2548	---M--	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202014%2010:43:00%20GMT	http://www.badaramdwara.org/ramprasadenglish.html	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/ramprasadenglish.html	(from http://www.badaramdwara.org/about.php)
16:46:47	2214/2214	---M--	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202014%2010:42:20%20GMT	http://www.badaramdwara.org/ramdwaraenglish.html	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/ramdwaraenglish.html	(from http://www.badaramdwara.org/about.php)
16:47:21	1564223/1564223	---M--	200	added ('OK')	application/pdf	date:Tue,%2014%20Jan%202014%2011:46:28%20GMT	http://www.badaramdwara.org/images/books/pravachan.pdf	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/books/pravachan.pdf	(from http://www.badaramdwara.org/)
16:47:36	74750/74750	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2013:30:44%20GMT	http://www.badaramdwara.org/images/thumbs/gs51.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/thumbs/gs51.jpg	(from http://www.badaramdwara.org/guru.php)
16:49:28	2317209/2317209	---M--	200	added ('OK')	application/pdf	date:Tue,%2014%20Jan%202014%2011:44:32%20GMT	http://www.badaramdwara.org/images/books/arpan.pdf	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/books/arpan.pdf	(from http://www.badaramdwara.org/)
16:49:41	77533/77533	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2013:30:44%20GMT	http://www.badaramdwara.org/images/thumbs/gs52.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/thumbs/gs52.jpg	(from http://www.badaramdwara.org/guru.php)
16:52:26	2104874/2104874	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2012:30:30%20GMT	http://www.badaramdwara.org/images/gosala%20image/g51.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/gosala%20image/g51.jpg	(from http://www.badaramdwara.org/guru.php)
16:52:41	83135/83135	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2013:30:50%20GMT	http://www.badaramdwara.org/images/thumbs/gs53.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/thumbs/gs53.jpg	(from http://www.badaramdwara.org/guru.php)
16:53:24	2158030/2158030	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2012:31:12%20GMT	http://www.badaramdwara.org/images/gosala%20image/g52.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/gosala%20image/g52.jpg	(from http://www.badaramdwara.org/guru.php)
16:53:39	85743/85743	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2013:30:50%20GMT	http://www.badaramdwara.org/images/thumbs/gs54.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/thumbs/gs54.jpg	(from http://www.badaramdwara.org/guru.php)
16:55:09	97453/97453	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2013:31:30%20GMT	http://www.badaramdwara.org/images/thumbs/gu14.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/thumbs/gu14.jpg	(from http://www.badaramdwara.org/guru.php)
16:55:14	81271/81271	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2013:31:28%20GMT	http://www.badaramdwara.org/images/thumbs/gu15.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/thumbs/gu15.jpg	(from http://www.badaramdwara.org/guru.php)
16:55:20	58886/58886	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2013:31:32%20GMT	http://www.badaramdwara.org/images/thumbs/gu16.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/thumbs/gu16.jpg	(from http://www.badaramdwara.org/guru.php)
16:55:35	88620/88620	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2013:31:34%20GMT	http://www.badaramdwara.org/images/thumbs/gu17.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/thumbs/gu17.jpg	(from http://www.badaramdwara.org/guru.php)
16:55:57	366099/366099	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2012:50:44%20GMT	http://www.badaramdwara.org/images/gosala%20image/gu15.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/gosala%20image/gu15.jpg	(from http://www.badaramdwara.org/guru.php)
16:56:12	82585/82585	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2013:31:36%20GMT	http://www.badaramdwara.org/images/thumbs/gu18.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/thumbs/gu18.jpg	(from http://www.badaramdwara.org/guru.php)
16:56:13	344/344	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:56:12%20GMT	http://www.badaramdwara.org/images/gosala%20image/g71.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/gosala%20image/g71.b0.delayed	(from http://www.badaramdwara.org/guru.php)
16:56:22	426977/426977	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2012:50:58%20GMT	http://www.badaramdwara.org/images/gosala%20image/gu17.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/gosala%20image/gu17.jpg	(from http://www.badaramdwara.org/guru.php)
16:56:24	344/344	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:56:22%20GMT	http://www.badaramdwara.org/images/gosala%20image/g72.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/gosala%20image/g72.b2.delayed	(from http://www.badaramdwara.org/guru.php)
16:56:25	339/339	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Mar%202017%2016:56:24%20GMT	http://www.badaramdwara.org/images/thumbs/gs72.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/thumbs/gs72.b3.delayed	(from http://www.badaramdwara.org/guru.php)
16:56:26	2800/2800	---M--	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202014%2010:40:54%20GMT	http://www.badaramdwara.org/guruenglish.html	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/guruenglish.html	(from http://www.badaramdwara.org/guru.php)
16:56:27	87365/87365	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2013:31:16%20GMT	http://www.badaramdwara.org/images/thumbs/gs71.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/thumbs/gs71.jpg	(from http://www.badaramdwara.org/guru.php)
16:56:28	2231/2231	---M--	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202014%2010:40:54%20GMT	http://www.badaramdwara.org/goshalaeng.html	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/goshalaeng.html	(from http://www.badaramdwara.org/goshala.php)
16:56:39	404814/404814	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2012:51:10%20GMT	http://www.badaramdwara.org/images/gosala%20image/gu18.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/gosala%20image/gu18.jpg	(from http://www.badaramdwara.org/guru.php)
16:56:54	84947/84947	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2013:29:26%20GMT	http://www.badaramdwara.org/images/thumbs/g1.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/thumbs/g1.jpg	(from http://www.badaramdwara.org/goshala.php)
16:57:02	771226/771226	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2012:51:32%20GMT	http://www.badaramdwara.org/images/gosala%20image/gu16.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/gosala%20image/gu16.jpg	(from http://www.badaramdwara.org/guru.php)
16:57:18	93978/93978	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2013:30:34%20GMT	http://www.badaramdwara.org/images/thumbs/g7.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/thumbs/g7.jpg	(from http://www.badaramdwara.org/goshala.php)
16:57:41	452316/452316	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2012:01:24%20GMT	http://www.badaramdwara.org/images/gosala%20image/1.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/gosala%20image/1.jpg	(from http://www.badaramdwara.org/goshala.php)
16:57:58	99591/99591	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2013:29:58%20GMT	http://www.badaramdwara.org/images/thumbs/g14.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/thumbs/g14.jpg	(from http://www.badaramdwara.org/goshala.php)
16:58:13	86481/86481	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202014%2013:30:24%20GMT	http://www.badaramdwara.org/images/thumbs/g3.jpg	C:/My%20Web%20Sites/Ramdwara%20OLD%20Site/www.badaramdwara.org/images/thumbs/g3.jpg	(from http://www.badaramdwara.org/goshala.php)
